Title,Price,ImageURL,URL,Time
Logo Shirt, Red,$18,http://shirts4mike.comimg/shirts/shirt-101.jpg,http://shirts4mike.com/shirt.php?id=101,August 18th 2018, 4:04:45 pm
Mike the Frog Shirt, Black,$20,http://shirts4mike.comimg/shirts/shirt-102.jpg,http://shirts4mike.com/shirt.php?id=102,August 18th 2018, 4:04:45 pm
Mike the Frog Shirt, Blue,$20,http://shirts4mike.comimg/shirts/shirt-103.jpg,http://shirts4mike.com/shirt.php?id=103,August 18th 2018, 4:04:45 pm
Logo Shirt, Green,$18,http://shirts4mike.comimg/shirts/shirt-104.jpg,http://shirts4mike.com/shirt.php?id=104,August 18th 2018, 4:04:45 pm
Mike the Frog Shirt, Yellow,$25,http://shirts4mike.comimg/shirts/shirt-105.jpg,http://shirts4mike.com/shirt.php?id=105,August 18th 2018, 4:04:45 pm
Logo Shirt, Gray,$20,http://shirts4mike.comimg/shirts/shirt-106.jpg,http://shirts4mike.com/shirt.php?id=106,August 18th 2018, 4:04:45 pm
Logo Shirt, Teal,$20,http://shirts4mike.comimg/shirts/shirt-107.jpg,http://shirts4mike.com/shirt.php?id=107,August 18th 2018, 4:04:45 pm
Mike the Frog Shirt, Orange,$25,http://shirts4mike.comimg/shirts/shirt-108.jpg,http://shirts4mike.com/shirt.php?id=108,August 18th 2018, 4:04:45 pm
